page,id,linh_vuc,ten_van_ban,so_hieu,ngay_ban_hanh,ngay_hieu_luc,co_quan_ban_hanh,loai,tinh_trang,pdf_url,download_status
4,"ID LĨNH VỰC TÊN VĂN BẢN SỐ HIỆU NGÀY BAN HÀNH NGÀY HIỆU LỰC CƠ QUAN BAN HÀNH LOẠI TÌNH TRẠNG TẢI VỀ 0461 Đào tạo Thông tư ban hành Quy chế văn bằng chứng chỉ của hệ thống giáo dục quốc dân 10/2026/TT-BGDĐT 26/02/2026 26/02/2026 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực 0462 Thi đua, khen thưởng Thông tư quy định chi tiết thi hành một số điều của Luật Thi đua, khen thưởng và Nghị định số 152/2025/NĐ-CP ngày 14/06/2025 của Chính phủ quy định về phân cấp, phân quyền trong lĩnh vực thi đua, khen thưởng; quy định chi tiết và hướng dẫn thi hành một số điều của Luật Thi đua, khen thưởng đối với ngành Giáo dục 07/2026/TT-BGDĐT 15/02/2026 15/02/2026 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực 0460 Tuyển sinh Thông tư ban hành Quy chế tuyển sinh các ngành đào tạo trình độ đại học và ngành Giáo dục Mầm non trình độ cao đẳng 06/2026/TT-BGDĐT 15/02/2026 15/02/2026 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực 0459 Pháp chế Quyết định Ban hành Kế hoạch phổ biến, giáo dục pháp luật của ngành Giáo dục năm 2026 404/QĐ-BGDĐT 13/02/2026 13/02/2026 Bộ Giáo dục và Đào tạo Quyết định, Quy định Còn hiệu lực 0488 Tổ chức, hành chính Quy chế phối hợp công tác giữa Ban Giám hiệu và Công đoàn Trường Đại học Bách khoa, Đại học Đà Nẵng 783/QC-ĐHBK 13/02/2026 13/02/2026 Trường Đại học Bách khoa Quy chế Còn hiệu lực 0456 Đảm bảo chất lượng, KĐCL Hướng dẫn Khung bảo đảm chất lượng kết quả học tập của người học tại Đại học Đà Nẵng 245/HD-ĐHĐN 23/01/2026 23/01/2026 Đại học Đà Nẵng Hướng dẫn Còn hiệu lực 0455 Công nghệ thông tin, CĐS Quyết định ban hành Kế hoạch thực hiện Nghị quyết số 57-NQ/TW ngày 22/12/2024 của Bộ Chính trị về đột phá phát triển khoa học, công nghệ, đổi mới sáng tạo và chuyển đổi số quốc gia; Nghị quyết số 59-NQ/TW ngày 24/01/2025 của Bộ Chính trị về hội nhập quốc tế trong tình hình mới và Nghị quyết số 71-NQ/TW ngày 22/08/2025 của Bộ Chính trị về đột phá giáo dục và đào tạo 191/QĐ-ĐHĐN 16/01/2026 16/01/2026 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0454 Thi đua, khen thưởng Quyết định về việc ban hành Bộ tiêu chí đánh giá, chấm điểm thi đua năm 2026 94/QĐ-ĐHĐN 12/01/2026 12/01/2026 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0457 Tổ chức, hành chính Luật Nhà giáo 2025 73/2025/QH15 01/01/2026 01/01/2026 Quốc hội Luật, Pháp lệnh Còn hiệu lực 0453 Tài chính, kế toán Quyết định về việc sửa đổi, bổ sung một số điều của Quy chế chi tiêu nội bộ của Đại học Đà Nẵng 4809/QĐ-ĐHĐN 29/12/2025 01/01/2026 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực",ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2026m1_639033150439174494DHDN_CVDi_QD_4809_dieu_chinh_QCCTNB.pdf,DOWNLOADED
4,ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,TÌNH TRẠNG,,NO_PDF
4,0461,Đào tạo,Thông tư ban hành Quy chế văn bằng chứng chỉ của hệ thống giáo dục quốc dân,10/2026/TT-BGDĐT,26/02/2026,26/02/2026,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/260 - 10 Thong tu ban hanh quy che van bang chung chi cua he thong giao duc quoc dan.pdf,DOWNLOADED
4,0462,"Thi đua, khen thưởng","Thông tư quy định chi tiết thi hành một số điều của Luật Thi đua, khen thưởng và Nghị định số 152/2025/NĐ-CP ngày 14/06/2025 của Chính phủ quy định về phân cấp, phân quyền trong lĩnh vực thi đua, khen thưởng; quy định chi tiết và hướng dẫn thi hành một số điều của Luật Thi đua, khen thưởng đối với ngành Giáo dục",07/2026/TT-BGDĐT,15/02/2026,15/02/2026,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/256 - 07 TT quy dinh chi tiet thi hanh mot so dieu cua Luat TDKT ND so 152.2025ND-CP ngay 14.6.2025 cua CP.pdf,DOWNLOADED
4,0460,Tuyển sinh,Thông tư ban hành Quy chế tuyển sinh các ngành đào tạo trình độ đại học và ngành Giáo dục Mầm non trình độ cao đẳng,06/2026/TT-BGDĐT,15/02/2026,15/02/2026,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/235 - 06 TT ban hanh quy che TS cac nganh DT trinh do DH va nganh GDMN trinh do cao dang.pdf,DOWNLOADED
4,0459,Pháp chế,"Quyết định Ban hành Kế hoạch phổ biến, giáo dục pháp luật của ngành Giáo dục năm 2026",404/QĐ-BGDĐT,13/02/2026,13/02/2026,Bộ Giáo dục và Đào tạo,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/223 - 404 QDBH ke hoach pho bien giao duc phap luat cua nganh GD nam 2026.pdf,DOWNLOADED
4,0488,"Tổ chức, hành chính","Quy chế phối hợp công tác giữa Ban Giám hiệu và Công đoàn Trường Đại học Bách khoa, Đại học Đà Nẵng",783/QC-ĐHBK,13/02/2026,13/02/2026,Trường Đại học Bách khoa,Quy chế,Còn hiệu lực,"http://dut.udn.vn/Files/admin/files/VanbanPhapquy/783 QC phoi hop cong tac giua Ban Giam hieu va cong doan Truong DHBK, DHDN.pdf",DOWNLOADED
4,0456,"Đảm bảo chất lượng, KĐCL",Hướng dẫn Khung bảo đảm chất lượng kết quả học tập của người học tại Đại học Đà Nẵng,245/HD-ĐHĐN,23/01/2026,23/01/2026,Đại học Đà Nẵng,Hướng dẫn,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/104 - 245 Huong dan khung BDCL ket qua hoc tap cua nguoi hoc tai DHDN.pdf,DOWNLOADED
4,0455,"Công nghệ thông tin, CĐS","Quyết định ban hành Kế hoạch thực hiện Nghị quyết số 57-NQ/TW ngày 22/12/2024 của Bộ Chính trị về đột phá phát triển khoa học, công nghệ, đổi mới sáng tạo và chuyển đổi số quốc gia; Nghị quyết số 59-NQ/TW ngày 24/01/2025 của Bộ Chính trị về hội nhập quốc tế trong tình hình mới và Nghị quyết số 71-NQ/TW ngày 22/08/2025 của Bộ Chính trị về đột phá giáo dục và đào tạo",191/QĐ-ĐHĐN,16/01/2026,16/01/2026,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,"http://dut.udn.vn/Files/admin/files/VanbanPhapquy/81 - 191 QDBH ke hoach thuc hien NQ so 57 - NQ.TW nagy 22.12.2024, NQ so 59-NQ.TW ngay 24.01.2025, NQ so 71-NQ.TW ngay 22.8.2025.pdf",DOWNLOADED
4,0454,"Thi đua, khen thưởng","Quyết định về việc ban hành Bộ tiêu chí đánh giá, chấm điểm thi đua năm 2026",94/QĐ-ĐHĐN,12/01/2026,12/01/2026,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/66 - 94 QD ban hanh Bo tieu chi danh gia cham diem thi dua nam 2026.pdf,DOWNLOADED
4,0457,"Tổ chức, hành chính",Luật Nhà giáo 2025,73/2025/QH15,01/01/2026,01/01/2026,Quốc hội,"Luật, Pháp lệnh",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/Luat Nha giao 2025.pdf,DOWNLOADED
4,0453,"Tài chính, kế toán","Quyết định về việc sửa đổi, bổ sung một số điều của Quy chế chi tiêu nội bộ của Đại học Đà Nẵng",4809/QĐ-ĐHĐN,29/12/2025,01/01/2026,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/2026m1_639033150439174494DHDN_CVDi_QD_4809_dieu_chinh_QCCTNB.pdf,DOWNLOADED
5,"ID LĨNH VỰC TÊN VĂN BẢN SỐ HIỆU NGÀY BAN HÀNH NGÀY HIỆU LỰC CƠ QUAN BAN HÀNH LOẠI TÌNH TRẠNG TẢI VỀ 0451 Tổ chức, hành chính Quyết định về việc công bố thủ tục hành chính được sửa đổi, bổ sung hoặc thay thế lĩnh vực giáo dục và đào tạo thuộc hệ thống giáo dục quốc dân thuộc phạm vi, chức năng quản lý của Bộ Giáo dục và Đào tạo 3571/QĐ-BGDĐT 26/12/2025 26/12/2025 Bộ Giáo dục và Đào tạo Quyết định, Quy định Còn hiệu lực 0452 Đào tạo Quyết định về việc sửa đổi, bổ sung một số điều của Quy chế tuyển sinh đại học vừa làm vừa học ban hành kèm theo Quyết định số 4481/QĐ-ĐHĐN ngày 18/11/2022 của Giám đốc Đại học Đà Nẵng 4757/QĐ-ĐHĐN 24/12/2025 24/12/2025 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0458 Tổ chức, hành chính Luật sửa đổi, bổ sung một số điều của Luật Giáo dục số 43/2019/QH14 123/2025/QH15 10/12/2025 10/12/2025 Quốc hội Luật, Pháp lệnh Còn hiệu lực 0484 Tổ chức, hành chính Luật Viên chức 129/2025/QH15 10/12/2025 01/07/2026 Quốc hội Luật, Pháp lệnh Còn hiệu lực 0450 Hợp tác quốc tế Thông tư ban hành Quy chế quản lý việc đi công tác nước ngoài của các đơn vị thuộc và trực thuộc Bộ Giáo dục và Đào tạo 25/2025/TT-BGDĐT 28/11/2025 28/11/2025 Bộ Giáo dục và Đào tạo Thông tư Còn hiệu lực 0449 Tài chính, kế toán Quyết định ban hành các khoản thu, mức thu tại Ký túc xá Trường Đại học Bách khoa, Đại học Đà Nẵng 5543/QĐ-ĐHBK 11/11/2025 11/11/2025 Trường Đại học Bách khoa Quyết định, Quy định Còn hiệu lực 0448 Tổ chức, hành chính Quyết định ban hành Chiến lược phát triển của Trường Đại học Bách khoa, Đại học Đà Nẵng giai đoạn 2025-2030, tầm nhìn đến 2045 5247/QĐ-ĐHBK 24/10/2025 24/10/2025 Trường Đại học Bách khoa Quyết định, Quy định Còn hiệu lực 0445 Tổ chức, hành chính Quyết định sửa đổi, bổ sung một số điều của Quy chế công nhận, bổ nhiệm, bổ nhiệm lại, kéo dài thời gian giữ chức vụ, thôi giữ chức vụ, miễn nhiệm viên chức giữ chức vụ lãnh đạo, quản lý của Đại học Đà Nẵng 3699/QĐ-ĐHĐN 26/09/2025 26/09/2025 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0446 Tài chính, kế toán Quyết định về việc ban hành chính sách miễn học phí đào tạo thạc sĩ từ khóa tuyển sinh 50 4532/QĐ-ĐHBK 12/09/2025 12/09/2025 Trường Đại học Bách khoa Quyết định, Quy định Còn hiệu lực 0443 Tổ chức, hành chính Quyết định ban hành Quy định chức năng, nhiệm vụ của các đơn vị chức năng thuộc Trường Đại học Bách khoa, Đại học Đà Nẵng 4303/QĐ-ĐHBK 29/08/2025 29/08/2025 Trường Đại học Bách khoa Quyết định, Quy định Còn hiệu lực",ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,"http://dut.udn.vn/Files/admin/files/VanbanPhapquy/4303 QD ban hanh quy dinh chuc nang nhiem vu cua cac don vi chuc nang thuoc Truong DHBK, DHDN.PDF",DOWNLOADED
5,ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,TÌNH TRẠNG,,NO_PDF
5,0451,"Tổ chức, hành chính","Quyết định về việc công bố thủ tục hành chính được sửa đổi, bổ sung hoặc thay thế lĩnh vực giáo dục và đào tạo thuộc hệ thống giáo dục quốc dân thuộc phạm vi, chức năng quản lý của Bộ Giáo dục và Đào tạo",3571/QĐ-BGDĐT,26/12/2025,26/12/2025,Bộ Giáo dục và Đào tạo,"Quyết định, Quy định",Còn hiệu lực,"http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1929 - 3571 QD cong bo thu tuc HC duoc SĐ, BS hoacTTGD&ĐT thuoc HTGDQD thuoc PVQL cua Bo GD&ĐT.pdf",DOWNLOADED
5,0452,Đào tạo,"Quyết định về việc sửa đổi, bổ sung một số điều của Quy chế tuyển sinh đại học vừa làm vừa học ban hành kèm theo Quyết định số 4481/QĐ-ĐHĐN ngày 18/11/2022 của Giám đốc Đại học Đà Nẵng",4757/QĐ-ĐHĐN,24/12/2025,24/12/2025,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1934 - 4757 QD sua doi BS mot so dieu cua Quy che TS ĐHVLVH ban hanh kem theo QD so 4481.QD-DHDN ngay 18.11.2022 cua GĐ DHDN.pdf,DOWNLOADED
5,0458,"Tổ chức, hành chính","Luật sửa đổi, bổ sung một số điều của Luật Giáo dục số 43/2019/QH14",123/2025/QH15,10/12/2025,10/12/2025,Quốc hội,"Luật, Pháp lệnh",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/Luat sua doi bo sung mot so dieu cua Luat Giao duc.pdf,DOWNLOADED
5,0484,"Tổ chức, hành chính",Luật Viên chức,129/2025/QH15,10/12/2025,01/07/2026,Quốc hội,"Luật, Pháp lệnh",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/Luat vien chuc năm 2025.pdf,DOWNLOADED
5,0450,Hợp tác quốc tế,Thông tư ban hành Quy chế quản lý việc đi công tác nước ngoài của các đơn vị thuộc và trực thuộc Bộ Giáo dục và Đào tạo,25/2025/TT-BGDĐT,28/11/2025,28/11/2025,Bộ Giáo dục và Đào tạo,Thông tư,Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1802 - 25 TT ban hanh Quy che quan ly viec di cong tac nuoc ngoai cua cac don vi thuoc va truc thuoc Bo GD&ĐT.PDF,DOWNLOADED
5,0449,"Tài chính, kế toán","Quyết định ban hành các khoản thu, mức thu tại Ký túc xá Trường Đại học Bách khoa, Đại học Đà Nẵng",5543/QĐ-ĐHBK,11/11/2025,11/11/2025,Trường Đại học Bách khoa,"Quyết định, Quy định",Còn hiệu lực,"http://dut.udn.vn/Files/admin/files/VanbanPhapquy/5543-QĐ ĐHBK Vv ban hành các khoản thu, mức thu tại KTX Trường ĐHBK.pdf",DOWNLOADED
5,0448,"Tổ chức, hành chính","Quyết định ban hành Chiến lược phát triển của Trường Đại học Bách khoa, Đại học Đà Nẵng giai đoạn 2025-2030, tầm nhìn đến 2045",5247/QĐ-ĐHBK,24/10/2025,24/10/2025,Trường Đại học Bách khoa,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/5274 QD BH chien luoc phat trien Truong DHBK DHDN GD 2025 2030 tam nhin den nam 2045.PDF,DOWNLOADED
5,0445,"Tổ chức, hành chính","Quyết định sửa đổi, bổ sung một số điều của Quy chế công nhận, bổ nhiệm, bổ nhiệm lại, kéo dài thời gian giữ chức vụ, thôi giữ chức vụ, miễn nhiệm viên chức giữ chức vụ lãnh đạo, quản lý của Đại học Đà Nẵng",3699/QĐ-ĐHĐN,26/09/2025,26/09/2025,Đại học Đà Nẵng,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1437 - 3699 QD sua doi BS mot so dieu cua QC cong nhan BN BN lai keo dai TG giu CV thoi giu CV mien nhiem VC giu CVLDQL cua DHDN.PDF,DOWNLOADED
5,0446,"Tài chính, kế toán",Quyết định về việc ban hành chính sách miễn học phí đào tạo thạc sĩ từ khóa tuyển sinh 50,4532/QĐ-ĐHBK,12/09/2025,12/09/2025,Trường Đại học Bách khoa,"Quyết định, Quy định",Còn hiệu lực,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/4532 QĐ-ĐHBK Vv ban hành chính sách miễn học phí đào tạo thạc sĩ từ khóa tuyển sinh 50_0001.pdf,DOWNLOADED
5,0443,"Tổ chức, hành chính","Quyết định ban hành Quy định chức năng, nhiệm vụ của các đơn vị chức năng thuộc Trường Đại học Bách khoa, Đại học Đà Nẵng",4303/QĐ-ĐHBK,29/08/2025,29/08/2025,Trường Đại học Bách khoa,"Quyết định, Quy định",Còn hiệu lực,"http://dut.udn.vn/Files/admin/files/VanbanPhapquy/4303 QD ban hanh quy dinh chuc nang nhiem vu cua cac don vi chuc nang thuoc Truong DHBK, DHDN.PDF",DOWNLOADED
6,"ID LĨNH VỰC TÊN VĂN BẢN SỐ HIỆU NGÀY BAN HÀNH NGÀY HIỆU LỰC CƠ QUAN BAN HÀNH LOẠI TÌNH TRẠNG TẢI VỀ 0442 Tổ chức, hành chính Quyết định ban hành Kế hoạch nhiệm vụ, giải pháp trọng tâm năm học 2025-2026 của ngành Giáo dục 2358/QĐ-BGDĐT 20/08/2025 20/08/2025 Bộ Giáo dục và Đào tạo Quyết định, Quy định Còn hiệu lực 0444 Cơ sở vật chất, xây dựng Quyết định ban hành quy định hồ sơ, thủ tục thực hiện và hồ sơ thanh toán mua sắm, sửa chữa thường xuyên dưới 500 triệu đồng tại Trường Đại học Bách khoa, Đại học Đà Nẵng 3868/QĐ-ĐHBK 05/08/2025 05/08/2025 Trường Đại học Bách khoa Quyết định, Quy định Còn hiệu lực 0441 Đảm bảo chất lượng, KĐCL Quyết định sửa đổi, bổ sung một số điều tại ""Quy định về liêm chính học thuật của Trường Đại học Bách khoa, Đại học Đà Nẵng"" 3707/QĐ-ĐHBK 25/07/2025 25/07/2025 Trường Đại học Bách khoa Quyết định, Quy định Còn hiệu lực 0447 Thanh tra, kiểm tra Luật Thanh tra 2025 84/2025/QH15 01/07/2025 01/07/2025 Quốc hội Luật, Pháp lệnh Còn hiệu lực 0440 Tổ chức, hành chính Quyết định ban hành Quy chế đánh giá, xếp loại chất lượng hằng năm đối với đơn vị và công chức, viên chức, người lao động của Bộ Giáo dục và Đào tạo 1818/QĐ-BGDĐT 30/06/2025 30/06/2025 Bộ Giáo dục và Đào tạo Quyết định, Quy định Còn hiệu lực 0439 Công nghệ thông tin, CĐS Quyết định ban hành Quy chế bảo đảm an toàn thông tin và an ninh mạng của Đại học Đà Nẵng 2453/QĐ-ĐHBK 26/06/2025 26/06/2025 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0438 Tổ chức, hành chính Công văn về việc chuyển đổi vị trí công tác trong Đại học Đà Nẵng 2157/ĐHĐN-TCCB 09/06/2025 09/06/2025 Đại học Đà Nẵng Công văn Còn hiệu lực 0437 Tổ chức, hành chính Nghị quyết ban hành Quy chế thực hiện dân chủ trong hoạt động của Đại học Đà Nẵng 32/NQ-HĐĐH 02/06/2025 02/06/2025 Đại học Đà Nẵng Nghị quyết Còn hiệu lực 0436 Tổ chức, hành chính Quyết định ban hành quy định về nghỉ hưu, kéo dài thời gian công tác đối với viên chức, người lao động của Đại học Đà Nẵng 1974/QĐ-ĐHĐN 27/05/2025 27/05/2025 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực 0429 Hợp tác quốc tế Quyết định ban hành Quy dịnh về công tác quản lý hoạt động hợp tác quốc tế  tại Đại học Đà Nẵng 1899/QĐ-ĐHĐN 21/05/2025 21/05/2025 Đại học Đà Nẵng Quyết định, Quy định Còn hiệu lực",ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,http://dut.udn.vn/Files/admin/files/VanbanPhapquy/823 - 1899 QD ban hanh Quy dinh ve cong tac QL hoat dong HTQT tai DHDN.PDF,DOWNLOADED
6,ID,LĨNH VỰC,TÊN VĂN BẢN,SỐ HIỆU,NGÀY BAN HÀNH,NGÀY HIỆU LỰC,CƠ QUAN BAN HÀNH,LOẠI,TÌNH TRẠNG,,NO_PDF
6,0442,"Tổ chức, hành chính","Quyết định ban hành Kế hoạch nhiệm vụ, giải pháp trọng tâm năm học 2025-2026 của ngành Giáo dục",2358/QĐ-BGDĐT,20/08/2025,20/08/2025,Bộ Giáo dục và Đào tạo,"Quyết định, Quy định",Còn hiệu lực,"http://dut.udn.vn/Files/admin/files/VanbanPhapquy/1268 - 2358 QDBH ke hoach nhiem vu giai phap trong tam, nam hoc 2025 - 2026 cua nganh Giao duc.PDF",DOWNLOADED
6,0444,"Cơ sở vật chất, xây dựng","Quyết định ban hành quy định hồ sơ, thủ tục thực hiện và hồ sơ thanh toán mua sắm, sửa chữa thường xuyên dưới 500 triệu đồng tại Trường Đại học Bách khoa, Đại học Đà Nẵng",3868/QĐ-ĐHBK,05/08/2025,05/08/2025,Trường Đại học Bách khoa,"Quyết định, Quy định",Còn hiệu lực,"http://dut.udn.vn/Files/admin/files/VanbanPhapquy/3868 QDBH quy dinh ho so thu tuc thuc hien va HSTT mua sam sua chua thuong xuyen duoi 500 trieu dong tai Truong DHBK , DHDN.PDF",DOWNLOADED
6,0441,"Đảm bảo chất lượng, KĐCL","Quyết định sửa đổi, bổ sung một số điều tại ""Quy định về liêm chính học thuật của Trường Đại học Bách khoa, Đại học Đà Nẵng""",3707/QĐ-ĐHBK,25/07/2025,25/07/2025,Trường Đại học Bách khoa,"Quyết định, Quy định",Còn hiệu lực,"http://dut.udn.vn/Files/admin/files/VanbanPhapquy/3707 QD sua doi, bo sung mot so dieu tai Quy dinh ve liem chinh hoc thuat cua Truong DHBK, DHDN.PDF",DOWNLOADED
